227	0,695	2,663593845	0,013	738310
156	0,237	0,487438067	1,847	337870
179	0,238	0,898038093	0	467590
176	0,241	0,769828708	0,861	450670
199	0,3	1,234387375	1,58	580390
206	0,344	1,398481157	2,778	619870
151	0,15	0,433034139	3,295	309670
235	0,364	2,464968863	0,612	783430
187	0,441	1,19650422	0	512710
178	0,229	0,815397961	1,21	461950
237	0,354	2,993956322	0	794710
151	0,147	0,659175763	0	309670
215	0,295	1,970285789	0	670630
236	0,371	2,225330676	0,922	789070
183	0,325	0,892692806	3,214	490150
195	0,241	1,509721782	0	557830
168	0,284	0,949428991	0	405550
177	0,284	0,893952514	0	456310
155	0,179	0,474203453	0,903	332230
243	0,493	3,320226908	0	828550
202	0,718	1,310230735	1,371	597310
153	0,15	0,503926054	0	320950
174	0,388	1,025059329	0	439390
187	0,462	1,323781071	0	512710
193	0,234	1,260330809	0	546550
201	0,251	1,586947712	0	591670
213	0,417	1,911223277	0	659350
235	0,451	3,112579084	0,001	783430
157	0,251	0,522680838	1,172	343510
245	0,411	2,67759788	1,601	839830
212	0,285	1,720078141	0	653710
162	0,258	0,574639787	0,778	371710
214	0,369	1,578239586	1,311	664990
165	0,174	0,59594379	1,934	388630
171	0,318	0,693656835	2,393	422470
150	0,146	0,429312941	2,246	304030
244	0,369	3,36362552	0,001	834190
180	0,412	1,025311117	0,269	473230
244	1,115	3,136468783	0	834190
159	0,194	0,576847506	3,214	354790
175	0,222	1,128988325	0,001	445030
203	0,291	1,362770778	1,086	602950
230	0,332	2,097705218	0,447	755230
183	0,211	0,914281724	0,607	490150
219	0,411	2,197634832	0	693190
170	0,495	0,698622423	0,239	416830
199	0,513	1,635135143	0,001	580390
225	0,316	2,434069626	0,001	727030
192	0,23	1,364919216	0	540910
246	0,376	3,301112194	0,001	845470
175	0,191	0,87966635	0	445030
233	0,394	2,24643569	0,752	772150
197	0,241	1,364139541	0	569110
232	0,336	2,460338162	0	766510
161	0,378	0,782337906	0	366070
238	0,357	2,626921684	0	800350
239	0,745	2,429764477	1,633	805990
230	0,791	2,550367268	0,001	755230
155	0,15	0,56169833	0	332230
189	0,223	1,404630217	0	523990
229	0,326	2,288106704	0	749590
191	0,266	1,054924701	2,298	535270
196	1,134	1,210666844	3,327	563470
158	0,18	1,188545554	3,669	349150
249	0,389	2,855365606	1,766	862390
203	0,339	1,313457667	4,609	602950
246	1,788	2,602882709	4,805	845470
232	0,333	2,200565829	6,795	766510
172	0,217	0,717944752	9,037	428110
189	0,297	1,010791011	9,696	523990
232	0,33	2,088688126	4,719	766510
178	0,584	0,810423806	6,491	461950
224	0,634	1,893049335	6,599	721390
203	0,305	1,345629635	8,818	602950
179	0,271	0,814069438	10,17	467590
206	0,604	1,32636075	10,893	619870
244	0,369	2,628368624	7,312	834190
201	0,418	1,234222821	6,834	591670
213	0,686	1,572179344	7,817	659350
234	0,344	2,424709658	0,001	777790
156	0,198	0,56037786	2,477	337870
216	0,392	1,683202782	2,916	676270
170	0,184	0,745687513	0	416830
199	0,249	1,378408114	0	580390
166	0,39	0,59825963	0,417	394270
232	0,535	2,52861486	0	766510
202	0,251	1,803460261	0	597310
228	0,325	2,563871729	0	743950
202	0,253	1,579844317	0	597310
226	0,482	2,232874272	0	732670
224	0,314	2,039757085	0	721390
245	0,445	2,643274008	1,952	839830
186	0,329	0,935229872	4,635	507070
232	0,338	2,166098726	1,626	766510
160	0,166	0,562195354	1,877	360430
209	0,337	1,452977769	2,34	636790
151	0,155	0,589360189	0	309670
212	0,283	2,061650178	0	653710
228	0,356	2,027875994	2,008	743950
199	0,309	1,269355496	4,043	580390
175	0,571	0,749741518	0,405	445030
223	0,333	2,138765613	0,275	715750
154	0,44	0,510819145	2,232	326590
214	0,628	1,606117652	2,619	664990
195	0,235	1,397388919	0	557830
228	0,377	2,544968441	0	743950
236	0,379	2,281068507	2,535	789070
245	0,951	2,60817526	2,49	839830
232	0,619	2,294807239	0,058	766510
221	0,299	2,184813207	0	704470
163	0,166	0,583125364	1,256	377350
174	0,189	0,782052866	0	439390
212	0,277	1,603838671	0	653710
154	0,161	0,48489828	0,665	326590
163	0,166	0,693057114	0	377350
198	0,386	1,230843611	0,642	574750
183	0,308	1,644712209	0	490150
175	0,19	0,987260103	0	445030
224	0,31	2,27395985	0	721390
173	0,185	0,713914325	1,343	433750
183	0,207	0,861084235	1,05	490150
240	0,354	2,739245743	0,001	811630
177	0,196	0,8224475	1,826	456310
159	0,182	0,547521608	2,645	354790
182	0,208	0,891772523	1,198	484510
210	0,312	1,492637777	2,019	642430
212	0,28	1,627161588	0,001	653710
229	0,532	2,417208771	0	749590
173	0,23	0,750068635	2,679	433750
220	0,312	1,886128918	1,405	698830
211	0,324	1,549205475	3,271	648070
210	0,626	1,491696488	4,519	642430
189	0,228	0,986371643	4,39	523990
187	0,245	0,944412947	1,353	512710
217	0,295	2,029229399	0,001	681910
217	0,322	1,712308798	1,005	681910
187	0,243	1,322079591	0,001	512710
202	0,257	1,622358227	0	597310
203	0,261	1,647368377	0	602950
202	0,284	1,349350496	1,622	597310
248	0,493	3,171332805	0,94	856750
222	0,481	2,14077246	0,097	710110
161	0,163	0,797407996	0	366070
188	0,519	1,144155963	0	518350
202	0,257	1,735236659	0	597310
182	0,207	1,229883216	0,001	484510
156	0,153	0,497726434	0,26	337870
244	0,369	2,770588269	0	834190
171	0,227	0,724034967	2,825	422470
159	0,221	0,526625965	3,546	354790
157	0,154	0,496734462	3,143	343510
151	0,147	0,471368669	0,001	309670
234	0,341	2,712658557	0,001	777790
226	0,312	1,975541165	1,732	732670
160	0,162	0,574907503	1,788	360430
