1,0.741,1.29579E-4
2,0.004,7.7833E-5
3,0.006,3.40413E-4
4,0.009,4.995E-4
5,0.015,7.27012E-4
6,0.015,9.48109E-4
7,0.027,9.77617E-4
8,0.035,0.002102774
9,0.041,0.0029568
10,0.031,0.003965208
11,0.026,0.004050311
12,0.028,0.006499486
13,0.03,0.008925139
14,0.041,0.009384439
15,0.056,0.005248169
16,0.038,0.00363848
17,0.074,0.007960779
18,0.061,0.002272553
19,0.08,0.002949529
20,0.203,0.003676969
21,0.077,0.003269842
22,0.073,0.003944252
23,0.095,0.003098781
24,0.119,0.00664617
25,0.037,0.002954234
26,0.074,0.00472686
27,0.124,0.008686508
28,0.149,0.005818233
29,0.138,0.009472963
30,0.136,0.019092613
31,0.14,0.0072915
32,0.167,0.006990004
33,0.155,0.010131123
34,0.178,0.014191697
35,0.169,0.013636175
36,0.217,0.009494346
37,0.129,0.006825785
38,0.154,0.015872378
39,0.535,0.018969448
40,0.259,0.019720409
41,0.413,0.037150729
42,0.196,0.00836705
43,0.104,0.009280091
44,0.099,0.00868608
45,0.083,0.012375878
46,0.087,0.008464983
47,0.091,0.011818646
48,0.312,0.040398761
49,0.329,0.03949855
50,0.351,0.046444506
51,0.358,0.048865028
52,0.367,0.037613879
53,0.276,0.054440353
54,0.106,0.015460547
55,0.126,0.014950783
56,0.415,0.074903596
1,0.702,1.35566E-4
2,0.004,7.9543E-5
3,0.01,2.83107E-4
4,0.009,5.17889E-4
5,0.02,6.39771E-4
6,0.018,7.65073E-4
7,0.021,9.96861E-4
8,0.028,0.00225673
9,0.047,0.001894935
10,0.024,0.003426792
11,0.03,0.003417383
12,0.028,0.006445173
13,0.032,0.00835978
14,0.04,0.009345522
15,0.052,0.004888941
16,0.051,0.002638197
17,0.081,0.005748097
18,0.056,0.001797858
19,0.067,0.002808404
20,0.177,0.002456872
21,0.066,0.002589017
22,0.079,0.005118591
23,0.1,0.004450168
24,0.134,0.005894355
25,0.039,0.001530146
26,0.059,0.006966484
27,0.1,0.009156072
28,0.11,0.009073107
29,0.129,0.009433192
30,0.122,0.017704875
31,0.13,0.006942107
32,0.127,0.007623788
33,0.143,0.009300192
34,0.174,0.011807527
35,0.189,0.008861418
36,0.231,0.016686631
37,0.22,0.023326814
38,0.15,0.004479676
39,0.139,0.01457958
40,0.267,0.019424472
41,0.392,0.025768291
42,0.316,0.029011619
43,0.262,0.036389506
44,0.102,0.007462562
45,0.259,0.029231005
46,0.363,0.037642532
47,0.352,0.049607435
48,0.331,0.040272176
49,0.26,0.041492701
50,0.385,0.052827669
51,0.402,0.053339999
52,0.408,0.049033951
53,0.42,0.057825662
54,0.465,0.061187877
55,0.517,0.065003406
56,0.427,0.066218371
57,0.449,0.064430778
58,0.47,0.057680687
59,0.485,0.058779758
60,0.535,0.073381575
61,0.249,0.01963445
