173	0.609	0.996209761	0.013
173	0.479	1.048375885	0.0
195	0.549	1.997049435	0.0
165	0.364	0.762617675	0.0
172	0.95	0.857813821	0.001
160	0.354	0.994145999	0.001
175	0.413	1.572787614	0.001
194	0.289	1.920928796	0.0
216	0.506	2.148151794	0.709
200	0.54	1.780526606	0.104
166	0.429	0.885135818	0.0
172	0.211	1.19543705	0.001
232	0.396	2.628108475	0.0
215	0.384	1.998763773	0.0
166	0.248	0.699561771	0.0
207	0.331	1.869268642	0.0
174	0.19	1.0223973	0.0
187	0.421	1.800041441	0.0
179	0.697	1.839832984	0.001
156	0.511	0.608939559	0.458
194	0.64	2.005331024	0.717
238	0.492	4.594958039	0.623
236	1.351	2.970316089	0.264
173	0.612	1.284877884	1.648
202	0.535	1.620987227	0.0
154	0.247	0.932400907	0.0
225	0.347	2.660903456	0.0
202	0.782	2.385815709	0.0
165	0.356	0.899393329	0.052
164	0.343	1.295681298	0.003
248	0.686	5.106006704	0.281
244	0.755	3.683780619	1.617
172	0.244	1.140603816	0.374
162	0.209	0.886735146	0.001
182	0.32	1.755101504	0.804
237	0.54	4.333913416	0.89
248	0.385	4.149594434	0.001
198	1.132	1.521822836	1.46
205	0.266	2.922604216	0.0
239	1.043	3.685992466	0.001
203	0.412	2.032497205	1.515
221	0.534	3.722681617	0.0
161	1.009	0.720596548	2.824
156	0.87	0.833660513	2.902
153	0.889	0.64063078	3.449
244	0.581	3.427717407	2.919
233	1.745	2.919194213	1.589
229	0.639	3.937558763	0.0
221	0.376	3.663594633	0.0
242	0.654	4.000560522	0.0
185	0.432	1.781515508	2.56
196	0.583	1.634709221	2.594
229	0.38	2.988903562	2.352
188	0.227	1.437639066	1.366
166	0.175	1.197161601	0.0
239	0.448	2.93323401	0.308
229	0.361	3.057117795	0.001
188	0.223	1.613602726	0.0
222	0.335	2.561217284	0.0
204	0.261	2.248164088	0.001
206	0.66	2.097521787	0.001
246	0.503	3.264765598	0.0
173	0.697	0.912791286	0.0
152	0.365	0.684649086	0.0
224	0.619	2.088551667	0.0
183	0.297	1.355064092	0.0
230	0.744	3.454633262	0.001
246	0.379	3.772286106	0.0
234	0.34	2.27844298	0.0
181	0.969	1.139098485	0.0
177	1.162	1.40439212	0.0
163	0.408	0.896372366	1.047
238	0.536	3.361629869	1.003
193	0.643	2.267733586	0.706
245	0.452	5.070063779	0.0
243	0.769	2.652682737	2.522
188	0.22	1.664780549	0.0
215	0.301	2.392224084	0.001
195	0.485	1.972612383	0.0
239	0.393	3.525348576	0.001
226	0.402	3.618286802	0.0
179	0.335	0.967969047	2.213
187	0.285	1.612034002	1.962
161	0.424	0.962899393	3.178
190	0.477	1.488705414	2.983
195	0.536	2.277236189	2.347
153	0.209	0.470997237	2.47
201	0.259	1.608703562	3.299
163	0.17	0.920159036	0.001
223	0.312	1.947662445	0.0
150	0.144	0.742829981	0.0
163	0.201	1.05803578	0.0
192	0.282	1.515910138	0.001
187	0.29	1.779712322	0.0
237	0.821	2.972140891	0.0
150	0.487	0.714870945	0.0
224	0.758	2.577908915	0.0
217	0.295	2.454433418	0.001
175	0.34	1.068491812	1.126
220	0.37	2.638290687	0.0
167	0.355	1.181922261	2.182
222	0.33	3.858331304	0.0
181	0.458	1.268454307	2.377
194	0.52	1.133951103	3.16
158	0.16	0.859775732	0.001
179	0.2	0.878146605	0.001
240	0.377	3.300267791	0.001
168	0.178	0.810746608	0.0
158	0.16	0.616006397	0.0
205	0.68	2.310285129	0.0
240	0.543	3.643053896	0.001
228	1.16	2.583224488	0.0
199	0.268	2.245083468	0.0
243	0.497	4.255804127	0.933
247	0.59	4.251642125	1.559
242	0.674	4.614885766	1.617
181	0.89	1.385526332	3.531
199	0.72	1.407698659	1.412
190	0.274	1.17954883	0.292
180	0.476	1.55751591	0.0
206	0.278	2.391583497	0.0
158	0.198	0.627283573	1.281
189	0.273	1.410355771	0.617
247	0.548	4.351945688	0.0
237	0.351	2.763679062	0.0
215	0.293	2.485937915	0.0
240	0.661	3.078366107	0.001
249	0.832	4.244567655	0.0
159	0.635	0.635017835	0.009
200	0.301	1.787163407	0.0
167	0.175	1.013424219	0.0
166	0.194	1.006556083	0.0
210	1.078	2.360696442	0.0
200	0.324	1.669691281	0.832
166	0.187	1.06260619	0.571
213	0.421	2.542729482	0.732
210	0.814	1.754623527	0.859
224	0.69	2.487455852	0.819
165	0.226	1.104766311	0.0
184	0.309	1.206061315	0.0
191	0.227	1.819586083	0.001
180	0.207	0.945426468	0.14
196	0.25	1.489091342	0.001
161	0.177	0.715014637	0.001
191	0.249	1.208208871	0.0
196	0.235	1.612111944	0.001
193	0.528	2.121244867	0.0
226	0.349	2.855593396	0.0
227	0.549	2.387430016	0.0
191	0.238	1.739302572	0.0
182	0.207	1.016088066	0.0
