165	0,631	0,816927803	0,031	388630
214	0,642	1,900214759	0	664990
236	0,614	2,622378089	0,001	789070
172	0,531	0,710625437	2,652	428110
165	0,18	0,648021226	2,573	388630
192	0,257	1,199844544	3,169	540910
220	0,368	1,80104503	4,307	698830
157	0,188	0,521667772	4,225	343510
158	0,408	0,53163658	4,522	349150
188	0,482	1,009836261	4,969	518350
192	0,261	1,051731177	2,962	540910
241	0,426	2,772943558	2,883	817270
239	0,419	2,622512899	3,632	805990
214	0,338	1,579597192	6,258	664990
232	0,417	2,185608049	7,784	766510
171	0,254	0,669596159	10,008	422470
171	0,202	0,658126928	8,726	422470
165	0,91	0,683250043	7,009	388630
224	0,585	1,902181652	7,573	721390
231	0,424	2,516062032	9,615	760870
179	0,275	0,852682668	12,168	467590
209	0,278	1,467634714	9,047	636790
216	0,297	1,618860656	7,496	676270
167	0,194	0,657245438	8,151	399910
158	0,383	0,510534753	7,607	349150
195	0,305	1,064132805	7,101	557830
211	0,301	1,526689323	7,119	648070
241	0,573	2,531387426	6,57	817270
184	0,258	0,928002918	9,171	495790
187	0,735	0,961920284	8,135	512710
219	0,303	2,305716405	5,062	693190
171	0,309	0,684267347	4,299	422470
215	0,317	1,668738608	4,911	670630
202	0,588	1,371334786	6,563	597310
204	0,454	1,461221966	8,177	608590
192	0,305	1,142192332	8,848	540910
209	1,43	1,453145597	8,834	636790
227	0,324	2,653036663	9,612	738310
244	0,41	2,808982509	12,187	834190
235	0,407	2,320021996	14,972	783430
190	0,304	1,016516864	15,332	529630
176	0,203	0,834697704	15,371	450670
152	0,17	0,500384276	16,207	315310
210	0,405	1,562406007	15,538	642430
201	0,639	1,323789324	16,848	591670
244	0,684	2,724794594	18,084	834190
175	0,388	0,765743137	20,797	445030
233	0,361	2,169486031	20,656	772150
183	0,392	0,96066328	22,726	490150
246	0,588	2,715049908	22,778	845470
190	0,832	1,080640871	23,191	529630
228	0,348	2,030531951	23,794	743950
187	0,458	1,031956486	24,889	512710
236	0,349	2,886838455	25,112	789070
165	0,213	0,635733316	28,044	388630
218	0,398	1,797616845	27,556	687550
221	0,352	1,817387404	29,315	704470
201	0,258	1,273490261	24,199	591670
165	0,208	0,612313491	24,47	388630
151	0,319	0,450270435	25,077	309670
209	0,278	1,503641333	24,508	636790
179	0,409	0,833048919	25,034	467590
212	0,76	1,523063609	25,571	653710
191	0,234	1,022880874	23,109	535270
176	0,216	0,792675907	24,12	450670
168	0,217	0,68942441	24,9	405550
202	0,286	1,266203418	24,556	597310
235	0,583	2,335820694	23,79	783430
219	0,588	1,778817268	25,858	693190
198	0,248	1,163816506	23,941	574750
167	0,18	0,644094277	24,986	399910
152	0,162	0,467246467	25,627	315310
202	0,281	1,306012754	26,025	597310
167	0,267	0,655874739	27,305	399910
156	0,349	0,506870894	27,861	337870
180	0,821	1,403642295	28,138	473230
208	1,308	1,511874213	28,908	631150
207	0,51	1,429327327	30,395	625510
237	0,352	2,292072084	26,012	794710
185	0,237	0,941470148	27,343	501430
246	0,393	2,699422008	25,202	845470
234	0,758	2,275062066	26,925	777790
223	0,624	2,101300293	29,275	715750
199	0,282	1,171191888	29,683	580390
212	0,338	1,548635548	30,807	653710
167	0,18	0,644972808	31,458	399910
177	0,244	0,795454468	32,044	456310
176	0,198	0,765548093	30,885	450670
154	0,332	0,471023953	30,641	326590
221	0,75	1,798689503	31,18	704470
176	0,224	0,77495762	27,046	450670
211	0,282	1,460655677	25,801	648070
201	0,913	1,235521521	25,765	591670
178	1,129	0,786022386	27,137	461950
187	0,776	1,026386481	28,075	512710
205	0,513	1,524304783	29,015	614230
249	0,663	2,896941524	30,445	862390
166	0,998	0,631847116	33,135	394270
183	0,756	0,948291365	33,679	490150
243	0,935	2,636621792	34,523	828550
247	0,782	2,796694876	37,076	851110
203	0,725	1,317296552	38,704	602950
244	1,336	2,909599386	39,524	834190
230	0,792	2,102426532	41,814	755230
232	0,362	2,255344053	43,083	766510
193	0,292	1,062941929	45,354	546550
231	0,412	2,152522543	46,342	760870
203	0,763	1,346249309	47,608	602950
195	0,285	1,10471639	48,915	557830
240	0,36	2,535903065	47,999	811630
194	0,27	1,088596365	50,559	552190
199	0,328	1,241835215	51,59	580390
165	0,274	0,624577677	52,849	388630
197	0,354	1,17687029	53,421	569110
197	0,244	1,19449654	53,52	569110
161	0,18	0,577079871	54,733	366070
225	0,326	1,935600185	54,238	727030
237	0,383	2,322312521	56,127	794710
233	0,678	2,266342521	58,389	772150
199	0,396	1,309742359	60,912	580390
163	0,717	0,58706322	61,862	377350
229	0,891	2,251209566	62,35	749590
169	0,969	0,669080743	64,597	411190
234	0,526	2,26885391	57,489	777790
164	0,317	0,608312469	57,701	382990
212	0,328	1,591284552	58,185	653710
184	0,236	0,980821567	59,776	495790
159	0,327	0,53714707	57,641	354790
234	0,679	2,247507081	56,897	777790
242	0,366	2,534323492	58,129	822910
247	0,852	2,796475712	60,584	851110
150	0,254	0,482345667	63,861	304030
154	0,283	0,502299094	64,321	326590
167	0,325	0,63885492	64,794	399910
198	0,468	1,264265513	65,336	574750
167	0,343	0,634998537	64,867	399910
152	0,167	0,471976771	65,54	315310
175	0,542	0,783954292	65,949	445030
199	0,944	1,195088207	64,948	580390
235	1,076	2,319709761	66,341	783430
228	0,355	2,403443939	66,701	743950
227	0,385	2,07342268	69,065	738310
193	0,237	1,079783888	70,236	546550
200	0,671	1,221791287	62,886	586030
171	0,402	0,733873896	64,062	422470
150	0,401	0,417834172	62,575	304030
204	0,573	1,304667294	62,774	608590
237	0,375	2,299863513	63,023	794710
177	0,716	0,750069919	64,394	456310
189	0,652	1,036932065	63,373	523990
172	0,251	0,731644297	61,349	428110
231	0,356	2,182289822	61,963	760870
201	0,258	1,306579208	63,181	591670
177	0,243	0,82828526	64,469	456310
193	0,234	1,044136368	61,321	546550
246	0,381	2,73459801	60,288	845470
183	0,245	0,975141581	63,07	490150
