220,0.775,2.349171266,0.013,698830
219,0.357,2.17214133,0,693190
239,0.379,2.972577838,0,805990
184,0.225,1.332858253,0,495790
212,0.288,1.824668075,0,653710
204,0.282,1.298296232,1.794,608590
162,0.172,0.736350957,0,371710
209,0.282,1.559107015,0,636790
171,0.247,1.096195562,0,422470
186,0.224,1.302274125,0,507070
233,0.41,2.199025372,1.213,772150
237,1.049,2.880364544,0.001,794710
209,0.945,1.799474965,0.001,636790
224,0.324,1.911133853,1.763,721390
242,0.396,2.597467108,0,822910
183,0.213,1.357112324,0,490150
232,0.639,2.461312415,0,766510
166,0.177,1.035163317,0,394270
204,0.289,1.37193634,0,608590
176,0.207,1.12493556,0,450670
200,0.281,1.214234227,1.077,586030
200,0.347,1.184241582,2.283,586030
172,0.19,0.733638636,0,428110
245,0.382,2.827963685,0.001,839830
155,0.189,0.473379425,2.905,332230
214,0.388,1.755410852,0,664990
154,0.157,0.600613866,0,326590
210,0.28,2.067098532,0,642430
202,0.258,1.769542063,0.001,597310
239,0.878,2.886369082,0,805990
238,0.359,2.880285922,0.001,800350
184,0.221,1.269965058,0,495790
153,0.155,0.562711945,0,320950
216,0.297,1.796075285,0,676270
159,0.842,1.070038367,0,354790
236,0.596,2.506085506,0,789070
199,0.255,1.302270501,0.001,580390
173,0.19,0.792992482,0,433750
160,0.165,0.640492746,0,360430
213,0.285,2.460680288,0.001,659350
153,0.18,0.525567459,0.001,320950
198,0.299,1.635491388,0.001,574750
150,0.146,0.452459098,0,304030
165,0.175,0.815340361,0,388630
170,0.184,0.718289829,0.001,416830
208,0.278,1.580745065,0.001,631150
225,0.345,2.331525258,0,727030
182,0.21,1.204124581,0.001,484510
215,0.292,1.944149028,0.001,670630
242,0.375,3.098629589,0,822910
237,0.41,2.285895075,3.052,794710
225,0.327,2.684503647,0,727030
159,0.165,0.65393874,0,354790
169,0.183,0.718527595,0,411190
159,0.164,0.632855892,0,354790
160,0.17,0.742119261,0,360430
176,0.198,0.897985986,0,450670
192,0.259,0.981400637,0.857,540910
194,0.242,1.475351343,0,552190
166,0.181,0.639746215,0,394270
243,0.97,2.771531639,0,828550
193,0.241,1.116900398,0,546550
173,0.189,0.878651592,0,433750
161,0.166,0.690321288,0,366070
172,0.204,0.731181082,0.662,428110
180,0.277,0.89582715,0,473230
184,0.275,1.085788247,0,495790
184,0.238,0.864802482,1.064,495790
179,0.201,0.952979725,0,467590
197,0.243,1.554208476,0,569110
187,0.218,0.940144321,0.567,512710
157,0.157,0.529167843,0,343510
184,0.376,1.173686669,0.001,495790
208,0.273,1.653415976,0.14,631150
170,0.187,0.70645904,0,416830
248,0.388,2.893598432,0.001,856750
244,0.376,2.5437781,0.899,834190
153,0.155,0.537672721,0,320950
184,0.217,1.315390636,0,495790
244,0.782,2.640529025,0.234,834190
243,0.724,2.902485837,0,828550
173,0.189,0.761136996,0.001,433750
212,0.283,1.632879703,0.001,653710
201,0.297,1.596877139,0,591670
173,0.189,0.934921426,0.001,433750
161,0.166,0.725589845,0,366070
158,0.164,0.574203864,0,349150
166,0.179,0.801833428,0,394270
209,0.279,1.510360089,0,636790
189,0.228,1.32193256,0,523990
214,0.29,1.753902925,0,664990
189,0.229,1.270373317,0,523990
198,0.251,1.263645394,0.001,574750
157,0.164,0.578648191,0,343510
234,0.348,2.972037021,0,777790
198,0.25,1.248287312,0,574750
156,0.161,0.582262415,0,337870
168,0.404,0.66111663,0.348,405550
161,0.166,0.594574836,0,366070
204,0.267,1.600543905,0.001,608590
211,0.32,1.47559308,1.561,648070
178,0.201,1.174035004,0,461950
202,0.261,1.741007883,0.001,597310
160,0.17,0.739667148,0,360430
193,0.241,1.261873472,0.001,546550
183,0.216,1.203183258,0.001,490150
168,0.181,0.825076881,0,405550
203,0.267,1.682044853,0,602950
232,0.34,2.484642824,0.001,766510
195,0.243,1.157121585,0.001,557830
211,0.285,1.704331492,0.001,648070
196,0.242,1.869071907,0,563470
222,0.311,1.875563109,0,710110
221,0.31,1.838856332,0.001,704470
194,0.238,1.134379135,0,552190
162,0.168,0.669427825,0,371710
201,0.253,1.648795963,0,591670
207,0.268,1.848594931,0,625510
158,0.162,0.627606806,0.001,349150
206,0.378,1.4356823,0,619870
165,0.176,0.857677645,0,388630
220,0.332,1.771342953,0.77,698830
248,0.385,2.95093129,0.001,856750
150,0.143,0.506545789,2.071,304030
152,0.148,0.527637468,0.001,315310
214,0.29,1.662617726,0,664990
229,0.411,2.003977679,1.561,749590
159,0.161,0.545555351,1.735,354790
172,0.185,0.69645439,0.268,428110
221,0.477,2.21097438,0,704470
184,0.259,0.886698422,2.215,495790
160,0.18,0.549832997,1.156,360430
225,0.318,2.463702618,0,727030
165,0.176,0.819175991,0.001,388630
157,0.164,0.560179537,0,343510
202,0.261,1.622803993,0,597310
150,0.148,0.539619382,0,304030
154,0.154,0.566824263,0,326590
171,0.186,0.730290806,0,422470
233,0.345,2.561868903,0,772150
197,0.245,1.452672033,0,569110
222,0.853,2.255754821,0.001,710110
225,1.026,2.0146285,0,727030
237,0.354,2.674430928,0.001,794710
163,0.167,0.786474442,0.001,377350
214,0.295,1.611595898,0.001,664990
227,0.322,2.264627843,0,738310
234,0.363,2.193507101,1.234,777790
183,0.211,1.105160824,0,490150
228,0.484,2.383321987,0,743950
241,0.369,3.039372099,0,817270
152,0.157,0.596620977,0,315310
182,0.23,0.849174866,0.552,484510
189,0.229,1.095220057,0,523990
230,0.335,2.51442119,0,755230
226,0.327,2.129920976,0,732670
226,0.322,1.978542237,0.133,732670
176,0.196,1.057416195,0,450670
192,0.469,1.420994457,0,540910
176,0.202,0.855539109,0,450670
246,0.38,2.869602456,0,845470
224,0.317,2.322634369,0.001,721390
219,0.301,2.103443609,0,693190
178,0.202,1.059079009,0,461950
238,0.358,2.797645886,0,800350
171,0.188,0.94236782,0,422470
187,0.356,1.361420613,0.001,512710
177,0.202,0.954043229,0,456310
239,0.365,2.659268111,0.001,805990
185,0.225,1.102726826,0,501430
206,0.272,1.412995653,0.001,619870
202,0.26,1.261884837,0.42,597310
218,0.301,2.39800751,0,687550
247,0.385,2.633512838,0,851110
207,0.773,1.618228854,0,625510
239,0.363,2.469665507,0,805990
191,0.234,1.085318407,0,535270
159,0.166,0.679556506,0.001,354790
181,0.213,0.904455664,0,478870
218,0.306,2.199934268,0,687550
173,0.196,0.780031184,0,433750
249,0.445,2.808372234,0.632,862390
199,0.394,1.438474364,0,580390
196,0.246,1.407245526,0,563470
239,0.364,3.187504462,0,805990
247,0.389,3.202507677,0,851110
218,0.302,1.853329491,0.242,687550
157,0.193,0.510084767,2.135,343510
173,0.191,0.75164746,0.001,433750
156,0.156,0.531496054,0.001,337870
248,0.593,3.171427634,0,856750
160,0.164,0.556949535,2.27,360430
200,0.255,1.523009354,0.001,586030
178,0.205,1.053539943,0,461950
171,0.205,0.686561474,1.043,422470
156,0.158,0.63738608,0,337870
156,0.155,0.579293137,0,337870
170,0.184,0.92126121,0,416830
179,0.206,0.874123865,0,467590
175,0.724,1.111202135,0,445030
186,0.235,1.073544733,0,507070
214,0.29,1.953777435,0,664990
215,0.332,1.719768178,1.913,670630
194,0.241,1.250973877,0,552190
156,0.156,0.635314181,0.001,337870
197,0.246,1.252309798,0,569110
245,1.008,2.915132397,0,839830
234,0.741,2.308804594,0,777790
156,0.258,0.494979003,2.255,337870
184,0.211,1.297632131,0,495790
224,0.319,2.238201453,0,721390
163,0.17,0.714281202,0,377350
196,0.244,1.590116008,0.001,563470
243,0.367,2.611134873,0,828550
228,0.336,2.753640801,0,743950
233,0.391,2.250095442,2.705,772150
217,0.389,1.746564992,4.937,681910
218,0.298,1.691672623,0,687550
237,0.357,2.471291677,0.001,794710
244,0.867,2.821619273,0.001,834190
186,0.246,1.279997616,0,507070
224,0.322,2.264488527,0,721390
163,0.216,0.576287806,2.296,377350
167,0.175,0.885132882,0.001,399910
183,0.208,0.962670885,0,490150
216,0.293,2.126675619,0,676270
241,0.461,2.944610265,0,817270
219,0.3,1.749617134,0,693190
207,0.272,1.520397271,0,625510
193,0.232,1.518896805,0.001,546550
199,0.268,1.176633486,1.489,580390
243,0.564,2.762697008,0,828550
156,0.158,0.524929445,0,337870
162,0.17,0.735957469,0,371710
224,0.32,1.950242338,0,721390
229,0.332,2.592043072,0,749590
168,0.18,0.831208061,0,405550
218,0.319,1.641297532,0.753,687550
167,1.139,1.247847975,0,399910
240,0.367,2.582406046,0,811630
188,0.225,0.949896779,0.654,518350
219,0.307,2.110764705,0,693190
178,0.203,1.070484648,0.001,461950
227,0.327,2.419088618,0,738310
187,0.224,1.138452376,0,512710
172,0.191,1.04621208,0,428110
192,0.235,1.11578303,0.001,540910
194,0.244,1.365339955,0,552190
172,0.191,1.001259016,0,428110
171,0.212,0.67191464,0.978,422470
168,0.179,0.701799052,0,405550
199,0.373,1.366973752,0,580390
151,0.147,0.441218756,0.402,309670
176,0.2,0.85374705,0,450670
246,0.378,2.818172529,0,845470
225,0.314,2.364076925,0,727030
245,0.53,3.456643432,0.001,839830
225,0.329,2.034407074,0,727030
169,0.181,0.656909751,1.103,411190
195,0.243,1.1644171,0,557830
189,0.228,1.191256693,0,523990
174,0.196,0.732463059,0.204,439390
228,0.835,2.417651966,0,743950
161,0.17,0.731541609,0,366070
169,0.189,0.697484048,0.001,411190
163,0.177,0.680439562,0,377350
227,0.353,1.924095077,0.582,738310
181,0.498,1.006449525,0,478870
151,0.385,0.503352677,0.079,309670
185,0.521,0.913694139,0.467,501430
212,0.286,1.861668202,0,653710
177,0.201,0.848108374,0,456310
152,0.147,0.488741175,0,315310
211,0.284,1.95673491,0,648070
230,0.338,2.611345516,0,755230
157,0.162,0.505164426,1.529,343510
190,0.228,1.241105923,0,529630
226,0.323,1.916943413,0.192,732670
170,0.187,0.92242058,0,416830
240,0.438,2.957213988,0,811630
222,0.313,2.303165046,0,710110
239,0.552,2.884509159,0,805990
179,0.347,1.093375682,0,467590
228,0.409,2.365962755,0,743950
163,0.173,0.682039428,0.001,377350
247,0.388,3.17504891,0,851110
155,0.154,0.534608846,0.001,332230
206,0.277,1.962092012,0,619870
190,0.51,1.244092238,0,529630
169,0.186,0.680056593,0,411190
201,0.259,1.389101791,0,591670
234,0.356,2.398357097,0,777790
222,0.391,2.169454251,0,710110
170,0.234,0.650363873,2.188,416830
174,0.219,0.713549183,1.857,439390
158,0.163,0.646395359,0,349150
210,0.282,1.645731415,0,642430
191,0.238,1.471315754,0.001,535270
224,0.449,2.074977438,0,721390
150,0.143,0.479984552,0.001,304030
237,0.358,2.882151162,0,794710
249,0.403,2.879358662,0,862390
247,0.516,3.209552119,0,851110
240,0.365,2.952707434,0.001,811630
206,0.27,1.75973164,0,619870
199,1.106,1.438331187,0,580390
244,0.607,2.955471382,0.001,834190
204,0.276,1.280943095,2.972,608590
167,0.18,0.690688943,0,399910
165,0.174,0.678726568,0,388630
