150,0.145,0.538588203,0,304030
217,0.299,1.981664836,0,681910
181,0.211,1.126420817,0,478870
228,0.329,2.28952408,0,743950
202,0.376,1.351939358,0,597310
195,0.241,1.193432247,0,557830
194,0.245,1.304952427,0,552190
238,0.363,2.7243205,0.246,800350
200,0.258,1.660433756,0,586030
175,0.196,1.052405806,0,445030
164,0.198,0.585329872,1.038,382990
245,0.415,2.766263844,0,839830
213,0.568,1.988740539,0,659350
174,0.233,0.725911621,2.081,439390
188,0.479,0.947614498,0.577,518350
170,0.187,0.960929302,0,416830
235,0.444,2.820230213,0,783430
158,0.162,0.580273116,0,349150
242,0.418,2.562079272,0.428,822910
226,0.622,2.226470308,0,732670
190,0.233,1.120258159,0,529630
167,0.182,0.812314409,0,399910
160,0.167,0.555359553,0,360430
159,0.162,0.642746858,0,354790
233,0.405,2.458869102,0,772150
151,0.148,0.504049098,0,309670
163,0.171,0.625985471,0,377350
172,0.191,0.842618389,0,428110
230,0.395,2.439540122,0,755230
234,0.35,2.27292458,0,777790
245,0.495,2.94163183,0,839830
152,0.152,0.476268788,0,315310
237,0.357,2.771072777,0.001,794710
199,0.253,1.634202588,0,580390
210,0.317,1.448026586,1.584,642430
241,0.438,2.43333686,2.956,817270
159,0.165,0.637503611,0,354790
190,0.729,1.404817358,0,529630
168,0.187,0.770414737,0,405550
236,0.755,2.888343098,0.001,789070
227,0.724,2.392047818,0,738310
248,0.399,3.053461429,0,856750
239,0.374,2.405339784,1.056,805990
222,0.42,2.296618073,0,710110
163,0.171,0.564247472,1.352,377350
213,0.289,1.632684641,0,659350
226,0.414,2.279854648,0,732670
189,0.227,1.142507644,0,523990
187,0.222,1.356345574,0,512710
150,0.165,0.412757366,1.376,304030
219,0.308,1.88196227,0,693190
184,0.217,1.083571205,0,495790
178,0.203,0.819480694,0,461950
243,0.386,3.204302454,0,828550
196,0.261,1.247308726,0.208,563470
222,0.316,2.402860393,0,710110
236,0.348,2.801468293,0,789070
183,0.212,0.865192806,0.873,490150
222,0.307,2.355885905,0,710110
242,0.647,2.457744378,1.048,822910
223,0.36,2.200140298,0,715750
235,0.356,2.545410556,0.166,783430
248,0.452,3.194572102,0,856750
233,0.339,2.474721948,0.001,772150
162,0.17,0.706935468,0,371710
182,0.208,1.197615053,0,484510
203,0.258,1.626714392,0.001,602950
224,0.312,2.211921868,0.001,721390
176,0.271,0.909313345,0,450670
179,0.203,0.965735163,0,467590
230,0.33,2.265820595,0,755230
223,0.685,2.321678116,0,715750
168,0.182,0.655154141,0.365,405550
208,0.291,1.817037178,0.001,631150
241,0.415,2.378158035,1.74,817270
152,0.149,0.46426299,3.238,315310
231,0.333,2.235960669,0,760870
164,0.256,0.588746441,2.235,382990
230,0.497,2.06161253,0,755230
189,0.32,1.255319104,0.103,523990
234,0.346,2.604408201,0,777790
211,0.342,1.705285873,0,648070
234,0.346,2.754593659,0,777790
230,0.752,2.215893516,0.001,755230
193,0.24,1.396262029,0,546550
226,0.368,1.989317563,0,732670
185,0.221,1.283940796,0.001,501430
195,0.242,1.360129168,0,557830
160,0.22,0.710295444,0,360430
176,0.2,0.866064254,0,450670
170,0.189,0.747220767,0,416830
167,0.206,0.751701074,0,399910
243,0.378,2.99024155,0,828550
185,0.291,1.106854901,0,501430
243,0.373,2.658221641,0,828550
176,0.194,1.086440736,0,450670
189,0.296,1.374733778,0.001,523990
200,0.253,1.568137994,0,586030
173,0.189,0.838811823,0,433750
244,0.374,2.898082424,0,834190
178,0.225,0.798422497,1.963,461950
249,0.643,2.914642309,0,862390
191,0.43,1.228309499,0,535270
186,0.233,0.888427521,0.192,507070
240,0.461,2.702986897,0,811630
163,0.185,0.669518009,0,377350
227,0.324,2.428538082,0,738310
171,0.273,0.82677204,0.001,422470
201,0.259,1.566437036,0,591670
154,0.17,0.458213882,0.601,326590
237,0.355,2.462652494,0,794710
174,0.194,0.731162779,0.541,439390
169,0.255,0.795630796,0,411190
154,0.156,0.5959353,0,326590
173,0.195,0.838643053,0,433750
152,0.587,0.445850369,0.839,315310
216,0.3,2.005164625,0,676270
216,0.338,1.897101934,0.001,676270
232,0.341,2.534865268,0,766510
215,0.372,1.73863291,0,670630
182,0.213,0.813097788,0.777,484510
246,0.462,2.849140282,0,845470
169,0.229,0.659469517,2.902,411190
157,0.164,0.536414689,0,343510
221,0.379,2.163000899,0,704470
153,0.154,0.588550088,0,320950
218,0.302,1.867182733,0.001,687550
238,0.361,2.665104583,0,800350
212,0.747,1.830901584,0,653710
152,0.153,0.484175528,0,315310
244,0.418,3.047631005,0,834190
196,0.244,1.140164906,1.117,563470
212,0.289,1.946883525,0,653710
222,0.341,1.950916055,0,710110
175,0.205,0.727735263,1.97,445030
202,0.34,1.364689761,0,597310
211,0.283,1.54733506,0,648070
218,0.37,2.063201414,0,687550
200,0.254,1.697008405,0,586030
156,0.158,0.687883151,0,337870
204,0.335,1.591252377,0,608590
190,0.228,1.194554778,0,529630
207,0.564,1.873475073,0,625510
233,0.349,2.590298017,0,772150
181,0.21,0.8905135,0.001,478870
177,0.201,1.093761249,0,456310
211,0.311,1.45351433,1.026,648070
231,0.378,2.324063201,0,760870
236,0.415,2.231468638,1.287,789070
165,0.211,0.630888397,3.566,388630
186,0.218,1.049045985,0,507070
159,0.163,0.706248738,0,354790
243,0.455,3.161596976,0,828550
207,0.271,1.487157142,0,625510
236,0.353,2.781798215,0,789070
190,0.228,1.046270369,0,529630
179,0.204,1.027597335,0,467590
225,0.32,2.145317058,0,727030
188,0.267,1.065784828,0,518350
177,0.198,1.073411474,0.001,456310
162,0.185,0.562515231,1.068,371710
168,0.179,0.717359057,0,405550
162,0.187,0.573516778,0.611,371710
194,0.238,1.079088334,0.166,552190
230,0.389,2.183161475,0,755230
216,0.294,2.054430715,0,676270
166,0.234,0.92159838,0,394270
194,0.274,1.267034125,0,552190
197,0.244,1.146276427,0.264,569110
221,0.348,1.809785239,1.336,704470
187,0.226,0.916797565,0.224,512710
195,0.267,1.317846819,0,557830
189,0.228,1.308084021,0.001,523990
163,0.172,0.636749328,0,377350
243,0.437,2.658645641,0.473,828550
194,0.411,1.041097533,2.21,552190
165,0.175,0.79499332,0,388630
212,0.284,1.506563911,0,653710
221,0.507,2.109073454,0,704470
235,0.622,2.644950525,0.062,783430
197,0.247,1.569866643,0,569110
204,0.267,1.293902701,0,608590
179,0.206,1.127267519,0.001,467590
158,0.164,0.640212381,0,349150
233,0.418,2.359513427,0,772150
212,0.288,1.913515072,0.001,653710
210,0.336,1.463672838,0.917,642430
172,0.193,0.945193106,0,428110
235,0.689,2.778617875,0,783430
199,0.256,1.258304035,0,580390
