19446	kabasel+	20	0	3654556	416308	16356	S	68,8	10,5	0:21,35	java
19446	kabasel+	20	0	3654556	419588	16356	S	165,3	10,5	0:23,02	java
19446	kabasel+	20	0	3654556	430148	16356	S	256,4	10,8	0:25,61	java
19446	kabasel+	20	0	3654556	445912	16356	S	327,5	11,2	0:28,95	java
19446	kabasel+	20	0	3654556	446084	16356	S	330,7	11,2	0:32,29	java
19446	kabasel+	20	0	3654556	451508	16356	S	330,7	11,3	0:35,63	java
19446	kabasel+	20	0	3654556	464412	16356	S	298	11,7	0:38,64	java
19446	kabasel+	20	0	3654556	464664	16356	S	341,6	11,7	0:42,09	java
19446	kabasel+	20	0	3654556	464928	16356	S	338,2	11,7	0:45,54	java
19446	kabasel+	20	0	3654556	468956	16356	S	356,4	11,8	0:49,14	java
19446	kabasel+	20	0	3654556	481480	16356	S	302	12,1	0:52,19	java
19446	kabasel+	20	0	3654556	487508	16356	S	326,5	12,2	0:55,52	java
19446	kabasel+	20	0	3654556	487508	16356	S	350,5	12,2	0:59,06	java
19446	kabasel+	20	0	3654556	512820	16356	S	313,9	12,9	1:02,23	java
19446	kabasel+	20	0	3654556	514080	16356	S	310,9	12,9	1:05,37	java
19446	kabasel+	20	0	3654556	514080	16356	S	300	12,9	1:08,40	java
19446	kabasel+	20	0	3654556	514080	16356	S	330,7	12,9	1:11,74	java
19446	kabasel+	20	0	3654556	515860	16356	S	296,1	13	1:14,76	java
19446	kabasel+	20	0	3654556	518468	16356	S	296	13	1:17,75	java
19446	kabasel+	20	0	3654556	523408	16356	S	300	13,1	1:20,78	java
19446	kabasel+	20	0	3654556	532148	16356	S	300	13,4	1:23,81	java
19446	kabasel+	20	0	3654556	539196	16356	S	300	13,5	1:26,84	java
19446	kabasel+	20	0	3654556	549432	16356	S	326,7	13,8	1:30,14	java
19446	kabasel+	20	0	3654556	558652	16356	S	357,4	14	1:33,75	java
19446	kabasel+	20	0	3654556	544888	16356	S	280,4	13,7	1:36,61	java
19446	kabasel+	20	0	3654556	545060	16356	S	319,8	13,7	1:39,84	java
19446	kabasel+	20	0	3654556	545060	16356	S	328,7	13,7	1:43,16	java
19446	kabasel+	20	0	3654556	545060	16356	S	298	13,7	1:46,17	java
19446	kabasel+	20	0	3654556	529664	16356	S	304	13,3	1:49,24	java
19446	kabasel+	20	0	3654556	532216	16356	S	345,1	13,4	1:52,76	java
19446	kabasel+	20	0	3654556	532216	16356	S	314,9	13,4	1:55,94	java
19446	kabasel+	20	0	3654556	531872	16356	S	296	13,4	1:58,93	java
19446	kabasel+	20	0	3654556	531872	16356	S	359,4	13,4	2:02,56	java
19446	kabasel+	20	0	3654556	531872	16356	S	356,9	13,4	2:06,20	java
19446	kabasel+	20	0	3654556	530192	16356	S	322,8	13,3	2:09,46	java
19446	kabasel+	20	0	3654556	530192	16356	S	361,4	13,3	2:13,11	java
19446	kabasel+	20	0	3654556	530252	16356	S	328,7	13,3	2:16,43	java
19446	kabasel+	20	0	3654556	530312	16356	S	309,8	13,3	2:19,59	java
19446	kabasel+	20	0	3654556	530312	16356	S	310,9	13,3	2:22,73	java
19446	kabasel+	20	0	3654556	530312	16356	S	295	13,3	2:25,71	java
19446	kabasel+	20	0	3654556	530312	16356	S	311,9	13,3	2:28,86	java
19446	kabasel+	20	0	3654556	530312	16356	S	302	13,3	2:31,91	java
19446	kabasel+	20	0	3654556	530312	16356	S	315,8	13,3	2:35,10	java
19446	kabasel+	20	0	3654556	542440	16356	S	332,4	13,6	2:38,49	java
19446	kabasel+	20	0	3654556	552696	16356	S	325,7	13,9	2:41,78	java
19446	kabasel+	20	0	3654556	557464	16356	S	317,8	14	2:44,99	java
19446	kabasel+	20	0	3654556	557728	16356	S	348,5	14	2:48,51	java
19446	kabasel+	20	0	3654556	557516	16356	S	321,6	14	2:51,79	java
19446	kabasel+	20	0	3654556	557516	16356	S	316,7	14	2:55,02	java
19446	kabasel+	20	0	3654556	557516	16356	S	303	14	2:58,08	java
19446	kabasel+	20	0	3654556	558040	16356	S	369,3	14	3:01,81	java
19446	kabasel+	20	0	3654556	560636	16356	S	313,9	14,1	3:04,98	java
19446	kabasel+	20	0	3654556	569796	16356	S	340,6	14,3	3:08,42	java
19446	kabasel+	20	0	3654556	579260	16356	S	324,8	14,5	3:11,70	java
19446	kabasel+	20	0	3654556	590356	16356	S	322,5	14,8	3:14,99	java
19446	kabasel+	20	0	3654556	588344	16356	S	323,8	14,8	3:18,26	java
19446	kabasel+	20	0	3654556	588344	16356	S	333,3	14,8	3:21,66	java
19446	kabasel+	20	0	3654556	588492	16356	S	347,5	14,8	3:25,17	java
19446	kabasel+	20	0	3654556	588492	16356	S	319,8	14,8	3:28,40	java
19446	kabasel+	20	0	3654556	588508	16356	S	299	14,8	3:31,42	java
19446	kabasel+	20	0	3654556	588508	16356	S	299	14,8	3:34,44	java
19446	kabasel+	20	0	3654556	588508	16356	S	353,5	14,8	3:38,01	java
19446	kabasel+	20	0	3654556	588648	16356	S	317,8	14,8	3:41,22	java
19446	kabasel+	20	0	3654556	588648	16356	S	315,8	14,8	3:44,41	java
19446	kabasel+	20	0	3654556	588316	16356	S	294,1	14,8	3:47,38	java
19446	kabasel+	20	0	3654556	585644	16356	S	370,3	14,7	3:51,12	java
19446	kabasel+	20	0	3654556	584620	16356	S	376,5	14,7	3:54,96	java
19446	kabasel+	20	0	3654556	584620	16356	S	301	14,7	3:58,00	java
19446	kabasel+	20	0	3654556	584620	16356	S	312,9	14,7	4:01,16	java
19446	kabasel+	20	0	3654556	584884	16356	S	339,2	14,7	4:04,62	java
19446	kabasel+	20	0	3654556	584612	16356	S	326,7	14,7	4:07,92	java
19446	kabasel+	20	0	3654556	584612	16356	S	294,1	14,7	4:10,89	java
19446	kabasel+	20	0	3654556	584612	16356	S	301	14,7	4:13,93	java
19446	kabasel+	20	0	3654556	584612	16356	S	307,9	14,7	4:17,04	java
19446	kabasel+	20	0	3654556	584612	16356	S	329,7	14,7	4:20,37	java
19446	kabasel+	20	0	3654556	584876	16356	S	302,9	14,7	4:23,46	java
19446	kabasel+	20	0	3654556	584956	16356	S	321,8	14,7	4:26,71	java
19446	kabasel+	20	0	3654556	585036	16356	S	377,2	14,7	4:30,52	java
19446	kabasel+	20	0	3654556	585036	16356	S	351	14,7	4:34,10	java
19446	kabasel+	20	0	3654556	584892	16356	S	316,8	14,7	4:37,30	java
19446	kabasel+	20	0	3654556	584892	16356	S	351,5	14,7	4:40,85	java
19446	kabasel+	20	0	3654556	584892	16356	S	301	14,7	4:43,92	java
19446	kabasel+	20	0	3654556	584892	16356	S	328,7	14,7	4:47,24	java
19446	kabasel+	20	0	3654556	584892	16356	S	338,2	14,7	4:50,69	java
19446	kabasel+	20	0	3654556	588552	16356	S	299	14,8	4:53,71	java
19446	kabasel+	20	0	3654556	597416	16356	S	301	15	4:56,75	java
19446	kabasel+	20	0	3654556	607040	16356	S	301	15,2	4:59,79	java
19446	kabasel+	20	0	3654556	616120	16356	S	297	15,5	5:02,79	java
19446	kabasel+	20	0	3654556	624224	16356	S	355,9	15,7	5:06,42	java
19446	kabasel+	20	0	3654556	624480	16356	S	359	15,7	5:10,01	java
19446	kabasel+	20	0	3654556	624672	16356	S	335,3	15,7	5:13,43	java
19446	kabasel+	20	0	3654556	624672	16356	S	366,3	15,7	5:17,13	java
19446	kabasel+	20	0	3654556	624672	16356	S	303,9	15,7	5:20,23	java
19446	kabasel+	20	0	3654556	624672	16356	S	340,6	15,7	5:23,67	java
19446	kabasel+	20	0	3654556	624672	16356	S	386,3	15,7	5:27,61	java
19446	kabasel+	20	0	3654556	624676	16356	S	302,9	15,7	5:30,70	java
19446	kabasel+	20	0	3654556	624676	16356	S	320,8	15,7	5:33,94	java
19446	kabasel+	20	0	3654556	624676	16356	S	302,9	15,7	5:37,03	java
19446	kabasel+	20	0	3654556	624676	16356	S	301	15,7	5:40,07	java
19446	kabasel+	20	0	3654556	624904	16356	S	307,8	15,7	5:43,21	java
