200	0.737	2.119633908	0.013
201	0.334	2.239681765	0.0
227	0.445	3.028726398	0.0
175	0.595	1.006015051	0.646
244	0.892	5.1647862	0.752
205	0.601	1.85677979	0.953
233	0.863	4.228668529	0.0
161	0.813	0.862792174	2.222
192	0.615	2.151643546	2.581
203	0.907	2.293891281	2.955
238	1.837	3.991789895	2.232
166	0.944	1.158202901	4.142
223	1.163	3.774122409	3.77
158	1.26	0.878585626	3.065
153	0.925	0.730403742	4.361
249	1.552	4.152565213	3.846
234	1.319	5.043756652	2.7
237	1.412	5.107067809	2.723
235	1.758	3.614344236	3.85
215	0.739	3.320738277	7.211
209	1.895	2.677992976	7.176
243	1.609	4.960240352	6.706
163	2.361	0.925272164	9.871
175	0.759	1.356001901	10.5
182	0.422	1.636089919	10.517
228	1.373	2.906979414	10.26
159	0.753	0.782464768	11.805
197	0.871	1.97212006	11.615
228	1.143	3.620459028	12.337
231	1.228	4.555278407	12.087
157	1.234	0.826471421	15.368
173	1.274	1.039362143	15.94
248	1.066	5.49251936	12.779
233	1.894	4.065984807	16.439
242	1.256	4.230481236	16.079
223	1.893	4.466655997	15.973
177	1.527	1.358957319	19.427
160	0.531	0.940609087	20.342
241	1.341	3.759280052	19.856
209	1.144	2.504237593	20.897
236	0.874	4.461501486	20.012
214	1.82	2.848461088	22.595
242	2.458	3.795065775	22.235
218	1.077	3.431067169	22.32
163	0.55	0.853480294	25.801
154	0.398	0.582373611	26.434
210	0.422	2.606357629	25.344
165	0.833	0.794927122	26.532
175	1.266	0.935980062	27.136
193	1.097	1.607848158	26.993
171	0.425	0.89507118	28.433
236	0.726	4.242425597	26.097
167	0.82	0.740043545	29.032
177	0.939	1.257569027	29.046
233	0.89	3.864857303	28.406
180	0.94	2.16490876	30.647
248	1.733	5.1297115	28.791
209	1.353	4.484319358	29.013
183	0.655	1.486367537	31.103
215	1.426	2.803960123	32.753
240	0.733	4.119732173	32.563
188	0.719	1.728833015	33.124
218	0.593	3.370890447	32.474
156	1.668	0.650638659	34.11
223	1.206	2.695717918	34.129
205	1.938	2.310672333	34.588
179	0.658	1.660003246	36.239
223	2.206	4.090703482	34.621
200	0.743	1.989153738	37.453
232	0.773	3.956801271	37.698
224	0.896	3.574317746	38.074
243	1.3	4.869628634	37.118
224	0.688	2.950616673	40.331
173	1.178	1.088173348	41.408
167	0.188	0.878540582	42.13
189	1.12	1.968002701	42.063
238	1.645	4.983219743	41.178
195	1.284	2.596405321	42.802
150	0.861	0.736931702	44.531
197	1.321	1.981817842	43.643
177	0.901	1.22558338	44.943
150	1.009	0.950527576	45.068
244	0.757	3.628924265	44.518
203	1.346	2.160824427	45.893
210	0.669	2.715152747	45.437
151	0.711	0.701696776	47.019
186	1.82	1.949678699	46.656
170	1.458	0.869173047	47.683
237	2.544	3.42530773	45.819
184	1.016	1.739502391	48.001
172	1.017	1.106987076	48.562
179	0.713	1.959981537	49.592
183	0.608	1.837706455	49.61
227	0.883	4.445848092	48.118
196	0.558	1.44806674	50.941
187	0.62	1.622848077	51.168
186	0.572	1.205076017	50.978
223	0.452	2.748188631	50.012
219	0.75	2.951457911	50.86
214	0.842	2.107457409	50.982
203	0.64	2.228439514	51.052
186	0.235	1.377440125	51.5
182	0.351	1.485085533	51.49
234	0.627	3.266152356	51.767
242	1.065	4.642297586	51.218
227	1.301	4.578903055	52.835
185	1.731	1.623142868	55.236
231	2.586	3.71014633	53.077
152	0.332	0.646021295	56.605
207	1.575	2.169514053	56.53
197	1.666	1.984299528	56.512
159	1.132	0.608793541	55.264
162	0.878	0.904728519	55.443
189	0.281	1.95334556	55.747
218	0.803	3.53548162	55.636
163	0.704	0.880044964	56.639
151	0.477	0.820278205	57.309
239	1.801	4.885628405	55.274
209	0.87	2.492252398	56.62
212	0.931	2.539094952	57.713
175	1.248	1.216706299	58.604
205	1.34	1.748065077	58.255
162	0.802	0.906961437	59.942
181	0.723	1.421416082	59.693
181	1.306	1.93890857	60.156
211	1.381	3.371635395	60.198
245	1.792	5.029224284	59.885
229	1.4	3.723553529	62.042
202	2.45	1.942440493	63.054
175	0.461	1.261921686	65.623
180	0.663	1.712292274	65.36
234	1.871	3.798011815	64.134
167	1.456	1.090181721	66.814
158	1.485	0.635870386	67.407
189	1.747	1.939893666	66.685
165	1.288	1.136206241	67.618
195	1.375	1.77906103	67.333
232	1.565	3.969457306	67.224
221	0.734	3.926373488	67.197
216	0.61	4.303179355	67.215
173	1.069	0.942868394	70.627
190	0.719	1.876853289	70.651
188	0.468	1.234256105	71.338
153	0.622	0.681006534	72.386
241	1.255	5.681176683	68.416
179	0.796	1.334582843	71.452
217	1.206	2.674527396	71.567
219	0.569	2.828947221	72.098
151	0.308	0.623770272	73.095
165	0.627	0.877277641	73.416
215	0.534	2.649779238	73.511
237	1.521	4.169931215	72.823
226	1.709	3.339704265	73.962
248	1.327	4.961680323	75.32
214	1.349	3.522075401	75.988
220	1.114	4.691820168	75.909
172	1.314	0.915938344	79.149
202	2.087	1.801821365	79.27
207	2.029	2.644510823	79.165
246	1.273	3.765012622	79.412
216	1.369	2.884467987	80.352
187	1.348	1.704353865	81.506
188	0.951	1.674042828	83.087
219	1.543	2.758589147	82.662
212	0.867	2.641986886	84.654
243	0.804	4.854325909	82.939
242	1.058	3.653168484	84.804
187	0.437	1.146570044	87.202
231	0.985	3.650121975	86.952
191	0.489	1.677034101	88.319
154	1.055	1.312523949	89.591
245	1.231	5.719088069	86.211
159	0.763	0.891001936	90.035
228	1.025	4.277446701	89.185
180	0.641	1.358724072	91.556
249	1.056	4.260816788	90.09
220	1.744	3.024140079	90.6
155	0.413	0.700428652	92.047
154	0.395	0.753005897	91.536
187	0.37	1.444975278	92.592
168	0.606	0.897729576	92.46
217	0.79	3.119011883	91.556
163	2.097	0.714380743	92.549
231	1.336	3.713799026	92.066
199	1.722	1.797673059	93.488
