0.3	71.55770	73.00800	296.6500	293.8720	1.8905	1.8214
0.5	143.8750	142.3564	292.25924	291.3500	2.341	2.16912
0.7	89.50000	158.98965	296.2241	292.8345	1.904	2.486096
1.3	317.9537	374.1123	298.9300	287.0020	46.165	38.1685
1.5	299.18516	377.9070	299.18516	292.7724	79.81473	52.6235
1.7	296.72415	374.3575	291.8926	292.8176	113.72879	71.925
1.9	289.1900	379.2061	294.5490	289.5238	112.06618	74.2499
2.1	319.2450	373.6080	292.2300	288.0010	108.80	81.4153
